Day_of_Week,Light_Conditions,Sex_Of_Driver,Vehicle_Type,Speed_limit,Pedestrian_Crossing,Road_Type,Special_Conditions_at_Site,Number_of_Pasengers,Weather,Road_Surface,Driver_Age_Group,Vehicle_Age,Traffic_Density,Risk_Score,Is_Weekend,Night_Drive,Accident_Severity,Driver_Age,Driver_Experience,Seat_Belt,Alcohol_Level,Tyre_Condition,Braking_Distance,Vehicle_Load,Visibility,Time_Of_Day,Weather_Risk,Surface_Risk,Driver_Risk,Traffic_Risk,Total_Risk_Score,Speed_to_Risk,Visibility_to_Speed,Driver_Age_to_Exp,Final_Output
1,1,1,1,40,1,2,1,3,foggy,dry,1,2,3,11.428572,0,0,1,29,10,0,0,1,49.96569766,1.421368581,92.99040476,morning,4,1,3,1.5,9.5,3.81,2.27,0.33,Major
6,1,0,1,30,1,3,1,1,foggy,dry,1,1,2,5.4545455,0,0,0,34,10,0,0,0,51.60208748,0.701586531,70.28332576,morning,4,1,5,1,11,2.5,2.27,0.29,Major
1,1,1,1,40,1,4,0,4,clear,wet,0,13,9,25,0,0,0,29,11,0,0,1,37.00574313,1.294413694,81.76883617,afternoon,1,2,3,4.5,10.5,3.48,1.99,0.37,Major
4,1,0,0,30,1,2,0,6,foggy,dry,0,14,8,105,1,0,0,27,6,1,0,1,38.61466553,0.567220493,58.85253194,morning,4,1,0,4,9,3,1.9,0.21,Major
3,1,1,1,20,0,1,0,4,rainy,dry,1,10,4,10,0,0,0,36,12,1,0,1,67.32349076,0.827048421,100,afternoon,3,1,0,2,6,2.86,4.76,0.32,Minor
5,1,0,0,40,0,5,0,1,clear,dry,2,2,9,16,0,0,1,32,12,0,0,1,33.91533736,1.133547395,57.05680445,night,1,1,3,4.5,9.5,3.81,1.39,0.36,Major
4,1,1,1,40,0,5,0,5,rainy,dry,1,2,3,17.142857,0,0,0,50,29,1,0,1,51.18644768,1.158824673,77.39642565,morning,3,1,0,1.5,5.5,6.15,1.89,0.57,Minor
4,0,1,1,20,0,1,0,6,rainy,muddy,2,13,7,20,1,0,1,18,0,1,0,1,58.43780852,1.198809593,74.81178682,evening,3,3,0,3.5,9.5,1.9,3.56,0,Major
5,1,0,0,30,1,1,1,1,rainy,wet,0,4,6,5.4545455,0,0,1,45,22,1,0,0,41.78786117,0.850859075,100,morning,3,2,2,3,10,2.73,3.23,0.48,Major
0,0,0,0,40,0,4,0,2,foggy,dry,1,11,5,8.571428,1,0,1,47,25,0,0,0,43.59174103,1.166008228,81.39424906,afternoon,4,1,5,2.5,12.5,2.96,1.99,0.52,Major
6,0,1,1,30,1,2,1,3,stormy,wet,2,1,2,13.333333,1,0,0,18,0,1,0,1,59.35357721,0.928501435,48.46683622,afternoon,5,2,0,1,8,3.33,1.56,0,Major
1,1,0,0,20,1,3,1,4,foggy,wet,0,1,1,16.666666,1,0,1,31,7,1,0,0,42.93975792,1.065919922,67.13278681,night,4,2,2,0.5,8.5,2.11,3.2,0.22,Major
2,1,1,0,30,0,3,1,2,clear,dry,2,6,3,12.857142,1,0,0,31,13,1,0,1,13.84187595,1.04722649,36.75612347,afternoon,1,1,0,1.5,3.5,6.67,1.19,0.41,Minor
0,0,1,1,30,1,3,0,6,foggy,dry,0,5,9,19.09091,0,0,1,20,0,1,1,0,67.55825018,0.668139866,81.45621286,evening,4,1,6,4.5,15.5,1.82,2.63,0,Major
2,1,1,1,20,0,5,1,5,rainy,muddy,1,1,5,8.571428,0,0,1,27,9,0,1,1,30.3678678,1.34659826,100,afternoon,3,3,7,2.5,15.5,1.21,4.76,0.32,Major
0,1,0,0,30,1,3,1,2,foggy,icy,1,6,5,6.923077,0,0,0,23,4,1,0,1,48.23215139,1.367141145,76.01484569,evening,4,5,0,2.5,11.5,2.4,2.45,0.17,Major
0,1,0,0,20,0,1,1,3,rainy,dry,0,14,2,6.1538463,0,0,1,52,29,1,0,1,25.2333253,0.703725361,86.80029054,night,3,1,0,1,5,3.33,4.13,0.55,Minor
2,0,1,1,40,1,3,0,4,foggy,wet,0,8,3,40,0,0,1,44,25,1,0,1,37.3368097,0.916533487,100,morning,4,2,0,1.5,7.5,4.71,2.44,0.56,Major
5,1,0,0,30,1,1,1,1,clear,dry,0,13,2,5.4545455,0,0,1,47,24,1,0,1,38.45271155,0.96487577,66.18532467,evening,1,1,0,1,3,7.5,2.14,0.5,Minor
3,1,0,0,40,0,1,0,1,stormy,dry,2,5,7,10,1,0,1,42,20,1,1,1,47.61256641,1.048922017,100,evening,5,1,4,3.5,13.5,2.76,2.44,0.47,Major
2,0,0,0,40,0,3,0,2,clear,dry,0,3,3,40,0,0,0,23,4,1,0,1,31.84301596,0.522272605,100,evening,1,1,0,1.5,3.5,8.89,2.44,0.17,Minor
5,1,0,0,20,1,3,1,4,foggy,dry,2,3,5,14.285714,0,0,0,29,7,1,0,1,74.74251952,1.258815135,44.50752033,evening,4,1,0,2.5,7.5,2.35,2.12,0.23,Major
2,0,1,0,20,1,4,0,4,foggy,dry,0,13,1,7.6923075,1,0,0,39,15,0,0,1,45.36798218,1.361958307,100,evening,4,1,3,0.5,8.5,2.11,4.76,0.38,Major
0,0,1,1,30,0,6,0,3,clear,dry,0,11,4,30,0,0,0,22,2,1,0,1,58.21562729,0.642193878,50.34780554,morning,1,1,0,2,4,6,1.62,0.09,Minor
1,0,1,0,40,1,2,0,4,foggy,dry,1,12,6,13.333333,0,0,0,42,22,1,0,0,44.86718387,1.396628952,64.50474548,evening,4,1,2,3,10,3.64,1.57,0.51,Major
0,0,0,1,30,0,1,1,2,foggy,dry,1,2,4,15,0,0,1,32,9,1,0,0,59.95902134,1.350912216,100,night,4,1,2,2,9,3,3.23,0.27,Major
2,1,0,0,30,0.43229967,5.4322996,0.5677003,3,foggy,wet,2,9,7,40,0,0,1,31,8,1,0,1,13.49024971,1.04225675,86.44327214,night,4,2,0,3.5,9.5,2.86,2.79,0.25,Major
4,0,0,0,30,1,5,0,5,clear,dry,0,9,6,90,0,0,1,42,23,1,1,1,34.42881749,0.77473171,70.82392978,morning,1,1,4,3,9,3,2.28,0.53,Major
1,0,0,0,30,0,4,1,4,rainy,dry,1,7,5,18.75,0,0,1,39,19,1,0,1,37.17306116,0.707489674,100,evening,3,1,0,2.5,6.5,4,3.23,0.48,Minor
5,0,1,1,20,1,6,1,3,clear,wet,2,1,6,6.6666665,1,0,1,31,10,1,1,1,37.05171751,0.989125443,73.40367111,afternoon,1,2,4,3,10,1.82,3.5,0.31,Major
2,1,1,0,40,0,1,0,6,clear,wet,0,1,3,93.333336,0,0,1,46,25,0,0,1,52.78016756,1.007204146,100,evening,1,2,3,1.5,7.5,4.71,2.44,0.53,Major
2,1,0,0,40,0,2,1,2,rainy,dry,2,4,2,15,0,0,0,24,0,0,0,1,53.80747459,1.151868345,73.88976314,morning,3,1,3,1,8,4.44,1.8,0,Major
4,1,0,1,30,0,5,0,4,clear,dry,0,12,9,18.75,1,0,1,41,20,0,0,0,43.88922777,1.301637455,89.15643164,morning,1,1,5,4.5,11.5,2.4,2.88,0.48,Major
6,0,1,1,40,0,3.6734593,1,3.3265407,foggy,muddy,1,2,1,13.312433,0,0,1,40,16,1,0,1,44.26055433,1.43449987,89.84016684,evening,4,3,0,0.5,7.5,4.71,2.19,0.39,Major
2,0,0,0,40,0,4,0,4,rainy,dry,0,13,3,15.384615,0,0,0,31,11,0,0,1,81.60767493,1.296280894,81.60675098,afternoon,3,1,3,1.5,8.5,4.21,1.99,0.34,Major
3,1,1,0,40,1,3,1,3,clear,dry,1,3,7,16,1,0,1,38,17,1,1,1,49.86890166,1.409045323,51.62801118,night,1,1,4,3.5,9.5,3.81,1.26,0.44,Major
4,1,0,0,40,0,6,1,3,clear,wet,1,2,5,22.857143,0,0,1,22,0,0,1,1,11.62189097,0.999368499,85.54124677,morning,1,2,7,2.5,12.5,2.96,2.09,0,Major
6,0,0,1,30,0,1,1,2,clear,wet,0,1,2,30,0,0,1,44,26,1,0,0,56.55168598,0.538884594,68.4096619,evening,1,2,2,1,6,4.29,2.21,0.58,Minor
5,1,0,0,40,1,2,0,6,clear,muddy,1,3,9,93.333336,1,0,0,33,10,1,0,1,53.3919783,0.551830181,70.84277966,evening,1,3,0,4.5,8.5,4.21,1.73,0.29,Major
2,1,1,1,30,0,6,1,3,rainy,dry,2,7,7,40,0,0,0,29,10,1,0,0,62.39017367,0.768487526,91.8676891,evening,3,1,2,3.5,9.5,2.86,2.96,0.33,Major
2,0,1,1,40,1,5,1,5,foggy,muddy,2,10,3,17.142857,0,0,0,45,21,1,0,1,53.97597342,1.113986217,90.49017782,evening,4,3,0,1.5,8.5,4.21,2.21,0.46,Major
1,0,0,1,30,0,5,1,2,rainy,wet,0,9,5,9,0,0,0,27,5,1,0,1,31.42868074,0.83522415,64.88350878,afternoon,3,2,0,2.5,7.5,3.53,2.09,0.18,Major
2,1,1,0,20,0,2,1,4,rainy,dry,2,10,1,9.090909,0,0,0,20,0,1,0,1,58.3500683,0.666143705,84.35028177,afternoon,3,1,0,0.5,4.5,3.64,4.02,0,Minor
1,0,1,1,30,1,1,0,4,clear,dry,1,9,9,21.428572,0,0,1,19,1,1,0,1,46.48958934,1.350495097,80.40694632,afternoon,1,1,0,4.5,6.5,4,2.59,0.05,Minor
0,1,0,0,30,1,3,1,4,clear,dry,1,8,1,37.5,1,0,1,41,22,1,0,1,60.69246472,1.484994772,62.76387757,afternoon,1,1,0,0.5,2.5,8.57,2.02,0.52,Minor
6,0,1,1,30,1,3,0,3,clear,dry,0,6,5,10,0,0,0,22,0,1,0,1,68.2184857,0.516641527,63.99609167,morning,1,1,0,2.5,4.5,5.45,2.06,0,Minor
6,0,0,0,20,1,1,0,2,rainy,icy,2,1,9,12,0,0,1,52,33,1,0,1,43.17200606,0.589424092,64.31506337,morning,3,5,0,4.5,12.5,1.48,3.06,0.62,Major
0,1,1,0,30,1,1,0,5,clear,wet,1,8,7,30,0,0,0,18,0,1,0,1,58.13695449,0.999338755,79.77998907,afternoon,1,2,0,3.5,6.5,4,2.57,0,Minor
6,0,1,1,40,0,4,1,3,clear,dry,2,8,9,53.333332,0,0,1,51,27,1,1,1,60.50480219,0.837667248,73.91627878,night,1,1,4,4.5,10.5,3.48,1.8,0.52,Major
2,1,0,0,20,1,6,1,3,clear,wet,0,14,6,7.2727275,0,0,0,37,14,0,0,1,47.38124802,1.282151214,84.18604606,afternoon,1,2,3,3,9,2,4.01,0.37,Major
6,1,0,0,30,1,1,1,2,clear,dry,0,12,6,8.181818,0,0,0,34,14,0,0,1,74.37135345,1.154302204,62.40700706,evening,1,1,3,3,8,3.33,2.01,0.4,Major
6,0,1,0,30,1,6,1,4,stormy,dry,0,9,9,50,0,0,0,29,5,1,0,1,60.68315038,0.568510366,76.53743561,afternoon,5,1,0,4.5,10.5,2.61,2.47,0.17,Major
0,1,0,1,30,0,1,1,2,clear,dry,2,10,1,15,0,0,1,38,17,1,0,1,36.21917983,1.044883211,78.04619629,morning,1,1,0,0.5,2.5,8.57,2.52,0.44,Minor
0,1,0,1,20,1,3,0,5,foggy,icy,2,11,3,20,0,0,1,34,12,1,0,1,48.90119028,0.836532545,86.5261567,evening,4,5,0,1.5,10.5,1.74,4.12,0.34,Major
5,1,0,0,40,1,4,1,4,clear,muddy,2,12,9,33.333332,0,0,0,46,24,1,0,1,57.90253355,1.465112623,100,evening,1,3,0,4.5,8.5,4.21,2.44,0.51,Major
4,0,0,0,20,0,6,0,2,clear,muddy,0,6,3,4.285714,0,0,0,36,18,1,0,0,73.80134131,0.975279049,100,morning,1,3,2,1.5,7.5,2.35,4.76,0.49,Major
0,0,1,1,30,1,1,0,3,rainy,dry,0,3,4,13.333333,0,0,0,36,18,1,0,1,54.31284884,1.427663709,78.51110376,afternoon,3,1,0,2,6,4.29,2.53,0.49,Minor
0,1,0,0,40,0,4,1,1,clear,dry,1,6,4,7.2727275,1,0,1,31,13,1,0,1,49.3419018,0.530174591,48.104265,morning,1,1,0,2,4,8,1.17,0.41,Minor
2,0,0,0,40,0,4,0,4,foggy,dry,0,8,2,15.384615,0,0,0,34,15,1,0,1,63.95721505,0.603274666,69.74010206,evening,4,1,0,1,6,5.71,1.7,0.43,Minor
5,1,1,1,30,0,4,1,2,foggy,wet,2,7,1,6,0,0,0,38,17,1,0,0,41.70818612,0.886269038,98.419584,afternoon,4,2,2,0.5,8.5,3.16,3.17,0.44,Major
2,1,1,1,40,0,2,1,1,rainy,dry,1,13,4,13.333333,0,0,1,18,0,0,0,0,30.15026842,1.386956706,78.8959151,afternoon,3,1,5,2,11,3.33,1.92,0,Major
4,0,0,0,30,1,2,0,5,foggy,dry,1,8,8,12,0,0,1,21,0,0,0,1,55.55634537,1.044604079,54.84736861,evening,4,1,3,4,12,2.31,1.77,0,Major
2,1,1,0,20,1,4,1,4,foggy,dry,0,3,3,16.666666,0,0,1,42,20,1,0,1,39.32747613,1.324140525,75.88889441,night,4,1,0,1.5,6.5,2.67,3.61,0.47,Minor
4,0,1,1,40,1,6,0,6,rainy,muddy,1,8,5,20,0,0,1,36,12,1,0,1,85.73653406,0.783529634,70.58451989,afternoon,3,3,0,2.5,8.5,4.21,1.72,0.32,Major
0,0,0.038827974,1,20,0.96117204,4.961172,1,6,clear,wet,2,5,9,11.666667,1,0,1,33,9,1,0,1,48.79454901,0.611494303,100,night,1,2,0,4.5,7.5,2.35,4.76,0.26,Major
3,0,1,0,40,1,1,1,6,clear,wet,1,7,8,23.333334,1,0,0,35,16,1,0,1,55.64803482,0.746038821,68.35112673,evening,1,2,0,4,7,5,1.67,0.44,Major
4,1,1,0,30,1,1,1,3,rainy,wet,1,13,8,10.909091,0,0,1,38,19,1,0,1,35.57512356,1.145303411,88.28479311,evening,3,2,0,4,9,3,2.85,0.49,Major
1,0,0,1,30,0,5,1,2,clear,wet,0,4,7,9,0,0,0,29,10,1,0,0,63.96900634,1.371417099,93.76537643,morning,1,2,2,3.5,8.5,3.16,3.02,0.33,Major
5,1,0,1,30,1,6,0,6,clear,dry,2,3,9,42,0,0,1,27,7,0,1,1,44.59576415,0.954999328,55.22784889,evening,1,1,7,4.5,13.5,2.07,1.78,0.25,Major
2,0,1,1,30,0,2,1,5,clear,dry,2,6,5,36,0,0,0,36,13,1,0,1,43.13195418,0.69361553,65.1066806,evening,1,1,0,2.5,4.5,5.45,2.1,0.35,Minor
4,0,0,0,40,1,5,0,1,rainy,dry,0,9,8,5.714286,1,0,1,25,4,1,0,1,43.49216833,1.137612046,71.46109309,morning,3,1,0,4,8,4.44,1.74,0.15,Major
0,1,1,1,20,0,4,1,1,clear,dry,0,4,6,8,1,0,0,39,15,0,0,1,25.6289355,0.696933971,82.75486585,morning,1,1,3,3,8,2.22,3.94,0.38,Major
4,0,1,1,30,0,1,0,1,clear,wet,0,12,1,10,0,0,1,18,0,1,0,1,41.24210069,1.070287702,68.10277731,night,1,2,0,0.5,3.5,6.67,2.2,0,Minor
1,1,0,0,20,0,1,1,6,rainy,dry,2,9,4,70,0,0,0,45,26,1,0,1,53.192487,0.602291723,52.48770722,morning,3,1,0,2,6,2.86,2.5,0.57,Minor
6,0,1,0,30,1,4,1,5,rainy,dry,2,3,4,22.5,1,0,0,39,19,1,0,0,21.81920641,1.311135068,59.85574349,afternoon,3,1,2,2,8,3.33,1.93,0.48,Major
6,1,0,0,30,0,5,0,2,clear,wet,0,6,1,15,0,0,0,37,18,1,0,1,60.32503536,1.305166657,98.80179593,afternoon,1,2,0,0.5,3.5,6.67,3.19,0.47,Minor
4,1,0,1,30,0,5,0,4,foggy,dry,0,12,8,18.75,0,0,1,44,23,1,0,1,40.97492319,1.041255498,100,morning,4,1,0,4,9,3,3.23,0.51,Major
1,1,0,1,40,1,2,1,6,clear,dry,0,5,8,28,0,0,1,51,28,1,0,1,48.67090101,0.538182606,86.10764277,evening,1,1,0,4,6,5.71,2.1,0.54,Minor
0,1,0,0,20,1,4,1,1,stormy,dry,2,9,7,13.333333,0,0,0,45,21,1,0,0,11.48978405,0.780185416,100,evening,5,1,2,3.5,11.5,1.6,4.76,0.46,Major
1,1,1,0,20,0,5,1,2,clear,dry,0,6,2,8.571428,1,0,0,18,0,0,0,0,48.37480591,0.638284851,87.07906637,afternoon,1,1,5,1,8,2.22,4.15,0,Major
6,0,0,0,20,1,1,1,3,clear,dry,0,2,7,5.714286,0,0,1,22,0,1,1,1,29.35279677,1.023455838,93.96811178,night,1,1,4,3.5,9.5,1.9,4.47,0,Major
2,1,0,0,30,0,1,0,3,foggy,dry,1,4,3,12,0,0,1,28,8,1,0,0,39.72812453,0.601734302,94.81405401,night,4,1,2,1.5,8.5,3.16,3.06,0.28,Major
6,0,0,1,30,0,4,1,6,clear,wet,0,14,6,15,0,0,1,35,12,1,0,1,21.48801686,1.369726506,93.55587722,morning,1,2,0,3,6,4.29,3.02,0.33,Minor
6,1,1,1,40,1,5,0,1,clear,dry,2,5,5,5.714286,0,0,0,40,20,1,0,1,31.77177655,1.350164288,87.10846881,evening,1,1,0,2.5,4.5,7.27,2.12,0.49,Minor
6,1,1,0,30,0,6,0,1,clear,dry,0,11,9,30,0,0,1,27,8,1,1,1,42.54662528,0.656098075,82.85006086,afternoon,1,1,4,4.5,10.5,2.61,2.67,0.29,Major
2,1,1,1,30,0,4,1,3,clear,wet,0,11,1,24,0,0,0,36,14,0,0,0,40.92371365,1.194888035,71.88530883,evening,1,2,5,0.5,8.5,3.16,2.32,0.38,Major
4,1,0,1,20,0,1,0,1,foggy,icy,0,9,5,4.4444447,0,0,1,27,6,1,1,0,58.26795526,1.196503288,90.51084168,morning,4,5,6,2.5,17.5,1.08,4.31,0.21,Major
5,1,0,0,20,1,3,1,4,foggy,wet,2,13,9,14.285714,0,0,0,28,5,1,0,1,16.97893314,0.896754396,86.20771713,morning,4,2,0,4.5,10.5,1.74,4.11,0.17,Major
4,0,0,0,20,1,1,1,4,rainy,dry,1,1,1,50,0,0,1,20,0,1,0,1,44.22946057,0.652999092,61.85488669,morning,3,1,0,0.5,4.5,3.64,2.95,0,Minor
1,1,0,0,30,0,2,1,5,stormy,dry,0,12,7,12.857142,0,0,0,25,7,1,0,1,43.51376065,0.632107722,100,evening,5,1,0,3.5,9.5,2.86,3.23,0.27,Major
5,1,1,1,20,0,2,1,6,foggy,dry,1,9,4,9.333333,0,0,0,21,0,1,0,1,38.13289404,1.239475951,99.83183501,evening,4,1,0,2,7,2.5,4.75,0,Major
0,0,0,0,20,0,5,1,2,rainy,dry,0,10,8,8.571428,0,0,0,25,4,1,0,1,31.30191169,0.720177414,83.86576559,night,3,1,0,4,8,2.22,3.99,0.15,Major
6,0,1,1,20,1,4,1,5,clear,dry,1,1,7,10,0,0,1,45,22,1,0,0,61.53265623,1.103453758,100,morning,1,1,2,3.5,7.5,2.35,4.76,0.48,Major
6,1,1,1,30,1,4,0,4,clear,dry,2,1,8,12.5,0,0,0,25,2,1,0,1,75.71570349,1.365881617,94.54855537,evening,1,1,0,4,6,4.29,3.05,0.08,Minor
3,0,1,0,40,0,6,1,6,clear,dry,0,4,6,25.454546,1,0,1,61,40,1,0,1,19.28908214,1.093099438,71.19745478,morning,1,1,0,3,5,6.67,1.74,0.65,Minor
4,1,0,0,40,1,2,1,6,clear,dry,1,13,2,25.454546,0,0,0,39,17,1,0,1,31.13722517,1.473962341,43.69727878,afternoon,1,1,0,1,3,10,1.07,0.42,Minor
3,1,1,1,20,0,3,1,1,rainy,wet,1,6,4,20,1,0,1,36,16,1,0,1,29.93459194,1.145501893,43.02041644,afternoon,3,2,0,2,7,2.5,2.05,0.43,Major
4,0,0.68030757,1,40,1,1.6803075,0.31969246,3,clear,wet,0,14,7,11.428572,1,0,1,26,5,0,0,1,40.77717448,0.814603113,100,morning,1,2,3,3.5,9.5,3.81,2.44,0.19,Major
0,1,1,1,30,1,4,1,4,clear,dry,1,2,9,10,1,0,1,42,22,1,0,1,63.8376851,1.352467332,79.43443407,morning,1,1,0,4.5,6.5,4,2.56,0.51,Minor
4,0,1,1,40,0,1,1,5,clear,wet,1,1,7,40,1,0,0,29,7,0,0,1,52.91505708,0.810912371,72.59250405,evening,1,2,3,3.5,9.5,3.81,1.77,0.23,Major
0,0,1,1,40,0,6,0,4,clear,dry,2,12,9,33.333332,1,0,0,36,14,0,0,1,42.69221141,1.47157038,66.80898506,afternoon,1,1,3,4.5,9.5,3.81,1.63,0.38,Major
3,1,0,0,30,0,6,1,4,rainy,dry,0,4,3,12.5,0,0,0,60,41,1,0,0,45.24543842,0.977731945,81.27267268,afternoon,3,1,2,1.5,7.5,3.53,2.62,0.67,Major
6,1,1,1,30,0,2,1,4,foggy,wet,2,8,8,16.666666,0,0,1,34,16,0,0,1,40.21481019,1.453247068,98.29357567,afternoon,4,2,3,4,13,2.14,3.17,0.46,Major
6,0,1,1,20,0,4,1,2,clear,dry,0,6,2,4,1,0,1,46,24,1,0,1,56.07970245,0.683598237,63.75354997,morning,1,1,0,1,3,5,3.04,0.51,Minor
2,0,0,1,30,0,5,0,3,clear,dry,2,12,9,12,1,0,1,27,5,0,0,1,57.90502693,0.511398505,81.89304709,night,1,1,3,4.5,9.5,2.86,2.64,0.18,Major
4,1,1,0,40,0,1,0,2,foggy,dry,2,5,3,24,1,0,1,34,14,1,0,0,53.86946873,0.696131296,100,morning,4,1,2,1.5,8.5,4.21,2.44,0.4,Major
5,0,0,0,30,1,4,1,1,rainy,dry,0,1,4,20,0,0,1,52,30,0,0,1,12.05188067,0.598368368,100,afternoon,3,1,3,2,9,3,3.23,0.57,Major
5,0,1,1,20,1,6,0,2,clear,wet,1,3,9,7.5,0,0,1,28,7,0,1,1,45.19711136,1.233956022,35.36289097,afternoon,1,2,7,4.5,14.5,1.29,1.68,0.24,Major
3,0,0,1,40,0,3,1,3,clear,muddy,0,14,8,80,1,0,1,53,34,1,0,1,42.20196449,0.764545655,43.70624272,evening,1,3,0,4,8,4.44,1.07,0.63,Major
2,0,1,0,20,0,3,1,2,rainy,dry,1,7,1,6.6666665,0,0,0,42,23,1,0,1,59.86955419,1.139474189,100,evening,3,1,0,0.5,4.5,3.64,4.76,0.53,Minor
6,1,1,0,40,1,5,0,6,rainy,dry,1,14,3,46.666668,1,0,0,29,8,1,0,1,48.58659819,1.16865704,97.91905943,evening,3,1,0,1.5,5.5,6.15,2.39,0.27,Minor
2,1,1,0,40,0,1,0,6,clear,dry,0,10,6,93.333336,0,0,1,41,18,0,0,1,53.35107814,1.18824534,81.02856008,afternoon,1,1,3,3,8,4.44,1.98,0.43,Major
3,1,1,1,20,0,3,1,1,clear,muddy,1,3,6,20,0,0,1,44,22,1,0,1,37.57054431,1.332608121,90.56932739,morning,1,3,0,3,7,2.5,4.31,0.49,Major
6,1,1,0,40,1,1,1,1,rainy,dry,1,5,7,40,0,0,1,41,17,1,1,1,59.09097568,0.648965854,73.67214499,afternoon,3,1,4,3.5,11.5,3.2,1.8,0.4,Major
1,1,0,0,30,1,6,0,1,rainy,dry,1,6,2,15,0,0,1,19,1,0,1,0,63.50722095,0.550464031,66.68354745,night,3,1,9,1,14,2,2.15,0.05,Major
3,0,0,1,40,0,3,1,3,clear,dry,0,9,1,80,1,0,1,27,5,1,0,1,20.59512934,0.529705131,94.6073894,afternoon,1,1,0,0.5,2.5,11.43,2.31,0.18,Minor
1,1,0,0,20,0,5,0,2,stormy,dry,2,11,8,7.5,0,0,1,32,13,1,0,1,25.5571647,0.603790004,78.06152705,night,5,1,0,4,10,1.82,3.72,0.39,Major
3,0,1,1,30,1,1,0,1,clear,muddy,1,3,9,4,1,0,1,34,16,1,0,1,56.43680546,0.879185536,97.29064243,evening,1,3,0,4.5,8.5,3.16,3.14,0.46,Major
0,1,1,1,40,0,3,0,1,clear,wet,2,6,8,8.888889,1,0,0,41,17,1,0,1,42.41411558,1.467375939,69.02628793,night,1,2,0,4,7,5,1.68,0.4,Major
0,0,1,1,30,1,1,1,3,clear,dry,2,11,1,40,0,0,0,36,13,1,0,1,60.4307053,0.853225098,94.25717102,afternoon,1,1,0,0.5,2.5,8.57,3.04,0.35,Minor
1,1,0,0,40,0,1,0,2,foggy,muddy,1,2,2,10.909091,0,0,0,21,1,1,0,1,48.62731191,0.952922929,86.2399135,afternoon,4,3,0,1,8,4.44,2.1,0.05,Major
1,1,0,0,30,1,6,0,1,stormy,dry,1,9,9,15,0,0,1,38,18,1,0,0,55.39301571,1.31439672,53.30750222,morning,5,1,2,4.5,12.5,2.22,1.72,0.46,Major
0,0,0,1,30,0,5,0,5,clear,muddy,0,12,4,13.846154,0,0,0,41,17,1,0,0,33.7914393,1.418598019,100,morning,1,3,2,2,8,3.33,3.23,0.4,Major
6,1,1,0,40,0,6,0,1,clear,wet,1,9,7,16,0,0,0,40,18,1,0,1,50.09690763,1.471441503,51.84385996,night,1,2,0,3.5,6.5,5.33,1.26,0.44,Minor
1,1,1,1,30,0,3,0,3,rainy,dry,0,7,8,12,0,0,1,45,23,1,0,1,50.13947845,1.326451225,100,evening,3,1,0,4,8,3.33,3.23,0.5,Major
3,0,1,0,30,1,3,1,1,clear,dry,1,14,5,15,1,0,1,43,25,1,0,1,34.66659001,1.002516058,89.09840289,morning,1,1,0,2.5,4.5,5.45,2.87,0.57,Minor
0,1,1,0,20,1,2,0,1,clear,wet,2,11,9,3.0769231,0,0,1,39,21,1,0,1,60.02540215,0.729476448,92.81325845,afternoon,1,2,0,4.5,7.5,2.35,4.42,0.52,Major
0,0,0.6089394,0.39106062,20,0.39106062,2,0.6089394,6,foggy,dry,1,9,6,23.333334,0,0,1,34,11,1,0,1,16.5701754,1.098366956,70.14114313,evening,4,1,0,3,8,2.22,3.34,0.31,Major
6,0,0,0,30,0,3,1,2,rainy,icy,2,4,7,11.25,0,0,1,18,0,0,0,1,48.11560555,0.696795047,72.62147512,night,3,5,3,3.5,14.5,1.94,2.34,0,Major
3,1,0,0,30,0,6,1,4,clear,wet,0,10,1,12.5,1,0,0,39,20,1,0,1,25.58883991,0.555724732,80.07686245,evening,1,2,0,0.5,3.5,6.67,2.58,0.5,Minor
2,1,1,1,20,0,5,1,5,clear,wet,1,1,6,8.571428,0,0,1,37,17,1,0,1,29.66547537,1.419353935,54.222076,afternoon,1,2,0,3,6,2.86,2.58,0.45,Minor
2,1,0,0,20,1,3,0,5,clear,dry,2,1,4,40,0,0,1,37,14,1,0,1,59.78980332,0.984790306,91.50444903,morning,1,1,0,2,4,4,4.36,0.37,Minor
5,1,0,0,40,1,2,0,4,clear,dry,0,2,5,40,0,0,1,22,4,1,0,0,28.50112745,1.008240224,72.83121721,evening,1,1,2,2.5,6.5,5.33,1.78,0.17,Minor
0,1,0,1,40,1,1,1,2,clear,wet,2,10,9,10.909091,0,0,1,24,5,1,0,1,27.86791493,1.109219026,37.60250748,afternoon,1,2,0,4.5,7.5,4.71,0.92,0.2,Major
1,1,0,1,40,1,2,1,2,rainy,wet,1,14,5,10.909091,0,0,0,45,23,1,0,1,53.7048331,0.951408557,100,morning,3,2,0,2.5,7.5,4.71,2.44,0.5,Major
2,1,1,0,20,0,2,1,4,clear,dry,2,11,8,9.090909,0,0,0,34,13,1,0,1,28.33823874,0.944430465,85.30237344,evening,1,1,0,4,6,2.86,4.06,0.37,Minor
4,1,0,1,30,1,3,1,4,clear,muddy,2,3,1,30,1,0,1,41,23,1,0,1,60.2731429,1.415145318,86.51068133,night,1,3,0,0.5,4.5,5.45,2.79,0.55,Minor
3,0,0,0,30,1,4,0,1,rainy,muddy,2,14,3,7.5,1,0,1,35,12,1,0,1,54.66907773,1.316546129,66.17967428,afternoon,3,3,0,1.5,7.5,3.53,2.13,0.33,Major
